arena,source,speaker,party,house,date,text_length,vader_label,vader_score,distilbert_label,distilbert_score,sentiment_label,sentiment_score,dominant_topic,dominant_frame,frame_utopian,frame_dystopian,frame_regulatory,frame_economic,frame_ethical,text_preview
parliament,ParlaMint,Margaret Beryl Jones,Labour,Lords,2020-07-28,3267,POSITIVE,0.9956,POSITIVE,0.9988822340965271,POSITIVE,0.9972411170482636,4,utopian_opportunity,1,1,0,1,1,"My Lords, I start by declaring an interest as the chair of Rothamsted Enterprises, which is part of the Rothamsted agricultural research institute, and as the vice-chair of the All-Party Parliamentary"
parliament,ParlaMint,James Bethell,Conservative,Lords,2020-09-02,10898,POSITIVE,0.996,POSITIVE,0.9936177730560303,POSITIVE,0.9948088865280151,4,utopian_opportunity,7,2,5,5,0,"My Lords, the Medicines and Medical Devices Bill is crucial to the development of a modern, safe, medical regulation regime. Its focus is the development of important innovations that will improve and"
parliament,ParlaMint,James O’Shaughnessy,Conservative,Lords,2020-09-02,4500,POSITIVE,0.9958,POSITIVE,0.9959112405776978,POSITIVE,0.9958556202888489,4,regulatory_governance,3,2,4,1,1,"My Lords, I declare my interests as set out in the register, in particular as an adviser to Intuitive Surgical, to Healthy.io and, until the end of August, to the Department of Health and Social Care "
parliament,ParlaMint,Leslie Turnberg,Labour,Lords,2020-09-02,3967,POSITIVE,0.508,NEGATIVE,-0.9926683306694031,NEGATIVE,-0.24233416533470153,4,regulatory_governance,0,1,2,2,0,"My Lords, I, like most other noble Lords, have been inundated with briefings from a range of interested parties. Of course, everyone sees the Bill as important and absolutely essential as we leave the"
parliament,ParlaMint,Clive Brooke,Labour,Lords,2020-09-02,3028,NEUTRAL,-0.0497,NEGATIVE,-0.9078536033630371,NEGATIVE,-0.47877680168151854,4,regulatory_governance,1,1,2,0,0,"My Lords, I came in earlier today to listen to the Minister respond to the Question asked by my noble friend Lord Dubs on child obesity. I was pleased with what the Government announced in July—I thou"
parliament,ParlaMint,James Bethell,Conservative,Lords,2020-09-02,18479,POSITIVE,0.9983,POSITIVE,0.998783528804779,POSITIVE,0.9985417644023895,4,utopian_opportunity,8,3,7,4,5,"My Lords, what a debate. This is without doubt the House of Lords at its best, with thoughtful and powerful points covering medical regulation, legal propriety, patient safety, the European transition"
parliament,ParlaMint,Nicholas True,Conservative,Lords,2020-09-03,7705,POSITIVE,0.1027,NEGATIVE,-0.995698094367981,NEGATIVE,-0.44649904718399047,3,regulatory_governance,2,1,4,1,0,"My Lords, on 9 June I announced to the House that, in the light of the Covid-19 pandemic, the Government intended to bring forward legislation to delay the deadline for publication of this year’s revi"
parliament,ParlaMint,William John Lawrence Wallace,Liberal Democrat,Lords,2020-09-03,2720,POSITIVE,0.9309,NEGATIVE,-0.988101601600647,NEUTRAL,-0.02860080080032351,3,regulatory_governance,0,0,2,0,0,"My Lords, it matters enormously to English democracy to get the 2021 local elections right, after cancelling the local elections this year. Delaying the date for completing and publishing the electora"
parliament,ParlaMint,Nicholas Bourne,Conservative,Lords,2020-09-03,2813,POSITIVE,0.9925,POSITIVE,0.985111653804779,POSITIVE,0.9888058269023896,4,regulatory_governance,0,0,1,0,0,"My Lords, it is a great pleasure to follow the noble Lord, Lord Best, who has unparalleled knowledge and experience in this area; we all owe him a massive debt for his work in this area. I thank my no"
parliament,ParlaMint,Usha Kumari Prasher,Crossbench,Lords,2020-09-07,3391,POSITIVE,0.9015,POSITIVE,0.9945171475410461,POSITIVE,0.948008573770523,4,economic_industrial,0,1,1,2,0,"My Lords, the proposed new clause in Amendment 60, which has cross-party support and is sponsored by the noble Baronesses, Lady Fookes, Lady Garden of Frognal, and Lady Morris of Yardley, is largely s"
parliament,ParlaMint,Andrew Fleming,Crossbench,Lords,2020-09-07,2102,NEGATIVE,-0.9066,NEGATIVE,-0.9986090064048767,NEGATIVE,-0.9526045032024384,4,dystopian_risk,0,1,0,0,0,"This is rather a mixed bag of amendments. I would like to return to Amendment 1, on enforcement; a very useful amendment proposed by the noble Baroness, Lady Neville-Rolfe. As she so clearly described"
parliament,ParlaMint,Susan Lilian Primrose Cunliffe-Lister,Crossbench,Lords,2020-09-07,7959,POSITIVE,0.9928,NEGATIVE,-0.9777242541313171,NEUTRAL,0.007537872934341439,4,dystopian_risk,1,3,1,3,0,"My Lords, Amendment 66 would provide for the creation of a fast-track health and social care visa for EEA and Swiss nationals who provide personal care for severely disabled people, after the end of f"
parliament,ParlaMint,Susan Williams,Conservative,Lords,2020-09-07,11957,POSITIVE,0.9971,POSITIVE,0.9942790269851685,POSITIVE,0.9956895134925843,4,economic_industrial,2,2,0,7,0,"I thank all noble Lords who have spoken in this debate. The noble Lord, Lord Blunkett, says that we are a contradictory lot and I do not disagree with that, but what we are all consistent on is that t"
parliament,ParlaMint,Sarah Ludford,Liberal Democrat,Lords,2020-09-07,5420,POSITIVE,0.9789,POSITIVE,0.8514166474342346,POSITIVE,0.9151583237171173,3,dystopian_risk,0,3,1,0,2,"My Lords, this group of amendments, led by my noble friend Lady Hamwee, is about ensuring that the Government cannot legislate by regulation, contrary to the withdrawal agreement. This is a prescient "
parliament,ParlaMint,Matthew John David Hancock,Unknown,Commons,2020-09-08,8308,NEGATIVE,-0.9583,NEGATIVE,-0.9878970384597778,NEGATIVE,-0.9730985192298889,4,dystopian_risk,1,2,0,0,0,"With permission, Mr Deputy Speaker, I would like to make a statement on coronavirus. As a country, we have made huge strides in our fight against this invisible killer. Today’s Office for National Sta"
parliament,ParlaMint,Timothy Francis Clement-Jones,Liberal Democrat,Lords,2020-09-08,2858,POSITIVE,0.9843,POSITIVE,0.9923422932624817,POSITIVE,0.9883211466312408,3,economic_industrial,0,0,2,4,3,"My Lords, I add my own welcome and congratulations to the Minister and to the right reverend Prelate. I share all the concerns expressed by my noble friends and many noble Lords about the lack of prop"
parliament,ParlaMint,Beeban Kidron,Crossbench,Lords,2020-09-08,3104,POSITIVE,0.9744,POSITIVE,0.9881327748298645,POSITIVE,0.9812663874149323,7,regulatory_governance,2,2,3,3,2,"My Lords, we are to be an independent trading nation, but while the terms upon which that happens are deeply contested, I am sure there is not one iota of disagreement that we must safeguard the UK’s "
parliament,ParlaMint,Antony Higginbotham,Conservative,Commons,2020-09-09,808,POSITIVE,0.9851,POSITIVE,0.9996259212493896,POSITIVE,0.9923629606246949,4,economic_industrial,1,0,0,2,0,"Burnley College was recently announced as the highest achieving college in the country, recognising its dedicated students, quality teaching staff and fantastic facilities, which include a centre for "
parliament,ParlaMint,Ruth Rosamond Edwards,Conservative,Commons,2020-09-09,1881,POSITIVE,0.9863,POSITIVE,0.8107635378837585,POSITIVE,0.8985317689418792,4,economic_industrial,0,0,0,6,0,"The furlough scheme has done so much over the past few months for people in my constituency. In Rushcliffe, over 12,500 jobs have been protected by the coronavirus job retention scheme, over 3,000 sel"
parliament,ParlaMint,Steven Croft,Bishops,Lords,2020-09-09,268,POSITIVE,0.7351,NEGATIVE,-0.6146875023841858,POSITIVE,0.06020624880790709,4,utopian_opportunity,2,1,0,0,1,"To ask Her Majesty’s Government, further to the report by the Centre for Data Ethics and Innovation AI Barometer, published on 18 June, what assessment they have made of the benefits and risks of the "
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,606,POSITIVE,0.9729,POSITIVE,0.9990224838256836,POSITIVE,0.9859612419128418,4,utopian_opportunity,4,1,0,3,0,"My Lords, artificial intelligence played a very important role in responding to Covid, from identifying potential drug candidates to AI-driven education technology. AI also has the potential to drive "
parliament,ParlaMint,Steven Croft,Bishops,Lords,2020-09-09,852,POSITIVE,0.9784,POSITIVE,0.9955863952636719,POSITIVE,0.986993197631836,4,utopian_opportunity,2,1,2,1,2,"I thank the Minister for her Answer, and I draw attention to my registered interest as a board member of the Centre for Data Ethics and Innovation. A year ago, the Prime Minister set out a vision, in "
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,857,POSITIVE,0.9661,POSITIVE,0.999427318572998,POSITIVE,0.982763659286499,4,ethical_rights,2,1,1,0,6,"I thank the right reverend Prelate, all those involved in the Centre for Data Ethics and Innovation and all those involved in the ethics area for the important work they do. The UK remains absolutely "
parliament,ParlaMint,Christopher Holmes,Non-affiliated,Lords,2020-09-09,282,POSITIVE,0.9743,POSITIVE,0.999444305896759,POSITIVE,0.9868721529483795,4,ethical_rights,0,0,0,0,1,"My Lords, will my noble friend welcome the establishment of the Global Partnership on AI earlier this summer? What are the Government’s hopes from it, and does she agree that we can make a success, na"
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,224,POSITIVE,0.959,POSITIVE,0.9996782541275024,POSITIVE,0.9793391270637513,4,unclassified,0,0,0,0,0,"My noble friend is right to highlight the importance of the Global Partnership on AI. The Government hope this will be a tool for spreading good practice across the world, allowing us to both innovate"
parliament,ParlaMint,Timothy Francis Clement-Jones,Liberal Democrat,Lords,2020-09-09,441,POSITIVE,0.8507,NEGATIVE,-0.9995896220207214,NEGATIVE,-0.07444481101036071,4,regulatory_governance,0,0,1,1,1,"My Lords, the AI Barometer talks of low levels of public trust being one fundamental barrier to the use of AI in both public and private sectors. Trust in government use of AI has been hugely damaged "
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,341,POSITIVE,0.9587,POSITIVE,0.9975048899650574,POSITIVE,0.9781024449825286,4,regulatory_governance,0,0,1,0,1,The noble Lord is absolutely right to focus on the importance of trust: it is a vital underpinning in the development of AI. I imagine he is aware that we have just published our National Data Strateg
parliament,ParlaMint,James Philip Knight,Labour,Lords,2020-09-09,514,POSITIVE,0.9734,NEGATIVE,-0.9943435192108154,NEUTRAL,-0.010471759605407693,4,ethical_rights,0,0,0,0,1,"My Lords, back in April my noble friend Lord Darzi told the BBC in respect of Covid-19 that “AI remains one of our strongest paths to achieve a perceptible solution but there is a fundamental need for"
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,576,POSITIVE,0.9834,POSITIVE,0.9948916435241699,POSITIVE,0.989145821762085,4,economic_industrial,0,0,0,2,0,"My understanding is that the consultation on the data strategy is open to everyone, but I am very happy to go back to the department and explore whether we can have a webinar for those Members of this"
parliament,ParlaMint,Robert Stevenson,Labour,Lords,2020-09-09,283,POSITIVE,0.9226,POSITIVE,0.623993992805481,POSITIVE,0.7732969964027405,4,regulatory_governance,1,0,2,0,0,"My Lords, the EU White Paper of February 2020 promises legislation in Europe on public trust and regulation for AI next year. Will the Government commit to keeping our legislation on, and regulation o"
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,157,POSITIVE,0.5574,POSITIVE,0.591285765171051,POSITIVE,0.5743428825855255,2,regulatory_governance,2,0,3,1,1,"This Government want to be a leader in the regulation of AI, balancing a pro-growth, pro-innovation economy with one upholding the highest ethical standards."
parliament,ParlaMint,Desmond Browne,Labour,Lords,2020-09-09,448,NEGATIVE,-0.6705,NEGATIVE,-0.9986768364906311,NEGATIVE,-0.8345884182453156,4,dystopian_risk,0,1,0,0,0,"My Lords, the endless development delays to the launch of the Covid-19 contact-tracing app, the Home Office decision, ahead of a judicial review, to scrap the controversial visa applications AI system"
parliament,ParlaMint,Diana Barran,Conservative,Lords,2020-09-09,460,POSITIVE,0.9258,POSITIVE,0.9782530665397644,POSITIVE,0.9520265332698822,4,unclassified,0,0,0,0,0,"I will make two points in response to the noble Lord’s remarks. First, it is the combination of the data and the human moderation that allows us to use AI most effectively. Secondly, the noble Lord hi"
parliament,ParlaMint,Margaret Ritchie,Labour,Lords,2020-09-09,218,POSITIVE,0.743,NEGATIVE,-0.9071454405784607,NEGATIVE,-0.08207272028923035,4,utopian_opportunity,1,0,0,0,0,"My Lords, will the Minister outline what discussions and engagements take place with the devolved Administrations in relation to using innovation and artificial intelligence, particularly in the whole"
parliament,ParlaMint,Richard Rosser,Labour,Lords,2020-09-09,3530,POSITIVE,0.8957,NEGATIVE,-0.9932857155799866,NEUTRAL,-0.04879285778999326,3,regulatory_governance,2,2,3,0,1,"Amendment 25, to which my name is attached, would introduce a sunset clause limiting the use of delegated powers under Clause 4 to one year, beginning with the implementation period completion day at "
parliament,ParlaMint,Philip Alexander Hunt,Labour,Lords,2020-09-09,5151,POSITIVE,0.9619,POSITIVE,0.8494601845741272,POSITIVE,0.9056800922870636,4,utopian_opportunity,4,0,1,1,0,"My Lords, I am delighted to move this amendment on behalf of my noble friend Lord Patel In parallel to this Bill, the Government are taking through the Medicines and Medical Devices Bill to ensure tha"
parliament,ParlaMint,Ben Everitt,Conservative,Commons,2020-09-14,378,POSITIVE,0.8625,POSITIVE,0.9911862015724182,POSITIVE,0.9268431007862091,4,economic_industrial,0,0,0,2,0,"By now, the whole House will know of my love of the autonomous delivery robots in Milton Keynes. I am assured that they can deliver geographically protected goods such as Stilton and pork pies, but th"
parliament,ParlaMint,Sally Rachel Hamwee,Liberal Democrat,Lords,2020-09-14,4458,NEGATIVE,-0.8991,NEGATIVE,-0.805591881275177,NEGATIVE,-0.8523459406375885,4,dystopian_risk,1,3,1,1,0,"My Lords, in moving Amendment 42. I will speak also on Amendments 50 and 71. These amendments deal with the so-called hostile environment measures. That phrase is used by the noble Baroness, Lady Benn"
parliament,ParlaMint,Sarah Ludford,Liberal Democrat,Lords,2020-09-14,3593,POSITIVE,0.7669,NEGATIVE,-0.9843829274177551,NEGATIVE,-0.10874146370887755,3,regulatory_governance,0,1,3,1,3,"My Lords, I beg to move Amendment 43 in my name and that of my noble friend Lady Hamwee, and to speak to other amendments in this group. Amendment 43 seeks to remove paragraph 4 of Schedule 2 to the D"
parliament,ParlaMint,Navnit Dholakia,Liberal Democrat,Lords,2020-09-14,2795,NEGATIVE,-0.1719,POSITIVE,0.890070378780365,POSITIVE,0.3590851893901825,3,economic_industrial,0,0,1,2,0,"My Lords, the Data Protection Act is designed to fundamentally affect the way we use data to market, provide services and run our businesses. It also provides an obligation to warn people how their da"
parliament,ParlaMint,Jonathan Oates,Liberal Democrat,Lords,2020-09-14,2569,POSITIVE,0.9905,NEGATIVE,-0.983188807964325,NEUTRAL,0.003655596017837548,4,ethical_rights,0,1,0,0,2,"My Lords, I want to address my remarks to Amendments 43 and 74 in the names of my noble friends. As my noble friend Lady Ludford has so eloquently outlined, the exemption from data protection for migr"
parliament,ParlaMint,Richard Rosser,Labour,Lords,2020-09-14,2965,NEGATIVE,-0.9426,NEGATIVE,-0.9325198531150818,NEGATIVE,-0.937559926557541,3,economic_industrial,0,0,0,1,1,"As we know, the Data Protection Act 2018 provides for an exemption from some general data protection provisions where personal data is processed for the maintenance of effective immigration control. O"
parliament,ParlaMint,Susan Williams,Conservative,Lords,2020-09-14,7641,POSITIVE,0.9658,NEGATIVE,-0.8616162538528442,POSITIVE,0.05209187307357788,3,regulatory_governance,2,0,4,0,2,"I thank noble Lords for the points that they have made on these amendments. Perhaps I may address Amendments 43 and 72 together, as they both concern data protection. I appreciate the concerns to prot"
parliament,ParlaMint,Sarah Ludford,Liberal Democrat,Lords,2020-09-14,2617,POSITIVE,0.9894,NEGATIVE,-0.9958406090736389,NEUTRAL,-0.003220304536819485,3,dystopian_risk,0,3,1,1,1,"My Lords, I thank the Minister for her answers but the first is, again, the disingenuous objection that the amendment focuses only on Swiss nationals and is therefore discriminatory on the grounds of "
parliament,ParlaMint,Stuart Polak,Conservative,Lords,2020-09-14,1398,POSITIVE,0.9941,POSITIVE,0.9980137348175049,POSITIVE,0.9960568674087524,3,ethical_rights,0,0,0,0,1,"My Lords, I am pleased to have added my name to this amendment, and I pay tribute to the noble Lord, Lord Oates, for his excellent and thoughtful introduction Non-EU citizens are given physical proof "
parliament,ParlaMint,Susan Williams,Conservative,Lords,2020-09-14,9287,POSITIVE,0.9951,POSITIVE,0.9917591214179993,POSITIVE,0.9934295607089996,3,utopian_opportunity,2,1,1,0,2,"My Lords, I thank you all, including the noble Lord, Lord Kennedy, who made a rousing speech, but I fear we will go over old ground here. However, I thank the noble Lords, Lord Oates and Lord Rosser, "
parliament,ParlaMint,Margaret Beryl Jones,Labour,Lords,2020-09-17,1740,POSITIVE,0.9343,POSITIVE,0.9894647598266602,POSITIVE,0.96188237991333,4,economic_industrial,3,0,0,5,1,"My Lords, I move Amendment 70 in my name and those of the noble Baroness, Lady Bakewell, and my noble friend Lord Whitty. I tabled a similar amendment in Committee and we had an excellent debate, with"
parliament,ParlaMint,Andrew Griffith,Conservative,Commons,2020-09-21,2026,POSITIVE,0.998,POSITIVE,0.9996664524078369,POSITIVE,0.9988332262039185,4,utopian_opportunity,4,0,0,4,0,"Thank you, Mr Speaker. I thank the Minister and I congratulate the hon. Member for Cambridge (Daniel Zeichner) on securing this debate on a subject that is important to his constituents and to all of "
parliament,ParlaMint,Caroline Julia Dinenage,Conservative,Commons,2020-09-21,1328,POSITIVE,0.9902,POSITIVE,0.9997453093528748,POSITIVE,0.9949726546764374,4,utopian_opportunity,3,0,0,3,0,"I think that that would depend on which aspect, of the four that are under consideration, the Secretary of State was looking at As the hon. Member for Cambridge and others know, the UK is a global lea"
parliament,ParlaMint,James Bethell,Conservative,Lords,2020-09-21,475,POSITIVE,0.9393,NEGATIVE,-0.9535409808158875,NEUTRAL,-0.007120490407943714,4,unclassified,0,0,0,0,0,"It is a war, that is why we are focused on how we manage extra resources such as the Nightingales. We have put in new systems and artificial intelligence for algorithms to help us with our triage. We "
parliament,ParlaMint,Christian Wakeford,Labour,Commons,2020-09-22,423,POSITIVE,0.9022,POSITIVE,0.9938662648200989,POSITIVE,0.9480331324100495,7,unclassified,0,0,0,0,0,"May I start by wishing the Secretary of State a happy birthday The use of technology to prevent crime is developing rapidly. From drones and predictive analytics to biometrics, technology is helping t"
parliament,ParlaMint,Alexander Scrymgeour,Conservative,Lords,2020-09-22,2041,POSITIVE,0.9858,POSITIVE,0.7994130253791809,POSITIVE,0.8926065126895905,4,dystopian_risk,1,2,1,0,0,"My Lords, I support these amendments on controlling the application of pesticides. The amendments in the names of the noble Baroness, Lady Finlay, and others helpfully consider the consequences of dif"
parliament,ParlaMint,John Houghton,Crossbench,Lords,2020-09-23,494,POSITIVE,0.8126,POSITIVE,0.9230671525001526,POSITIVE,0.8678335762500763,4,unclassified,0,0,0,0,0,I draw noble Lords’ attention to my relevant interests in the register as an adviser to a decision science company. Does the Minister agree that the approach taken to determine the outcome of this yea
parliament,ParlaMint,Michael Tyrone Ellis,Conservative,Commons,2020-09-24,548,NEGATIVE,-0.5994,POSITIVE,0.9962599277496338,POSITIVE,0.19842996387481687,3,utopian_opportunity,1,0,0,0,0,"The Serious Fraud Office responded quickly to the disruption caused by covid, and it has continued to progress casework during this period. Notably, it has achieved a conclusion of the prosecutions in"
parliament,ParlaMint,Darren Paul Jones,Labour,Commons,2020-09-25,4954,POSITIVE,0.7467,NEGATIVE,-0.9925656318664551,NEGATIVE,-0.12293281593322752,4,regulatory_governance,2,2,4,2,1,"I beg to move, That the Bill be now read a Second time Further to the Minister’s point of order, I am sure I speak for the whole House when I express our condolences following the tragic death of a po"
parliament,ParlaMint,Darren Paul Jones,Labour,Commons,2020-09-25,5460,POSITIVE,0.8676,NEGATIVE,-0.940934419631958,NEUTRAL,-0.036667209815978985,4,regulatory_governance,3,1,7,4,1,"I could not agree more with the hon. Gentleman. I am pleased to see him in the Chamber today, given his previous valiant efforts to try to secure a similar outcome in the previous Parliament. He makes"
parliament,ParlaMint,Rupa Asha Huq,Unknown,Commons,2020-09-25,7259,NEGATIVE,-0.1786,NEGATIVE,-0.5326904058456421,NEGATIVE,-0.35564520292282104,4,economic_industrial,0,4,6,7,1,"I am grateful to the Minister and to you, Mr Speaker, for pointing out what used to go on in the labs of Chorley—not the stuff that happened in Germany, obviously. [Interruption.] This is quite differ"
parliament,ParlaMint,Christopher James Green,Conservative,Commons,2020-09-25,9909,POSITIVE,0.9807,POSITIVE,0.9914413690567017,POSITIVE,0.9860706845283509,4,utopian_opportunity,8,0,5,3,1,"The hon. Lady makes a fair point. When a direction of travel is set, it is sometimes difficult to change it around The Forensic Science Regulator, Dr Gillian Tully, in her foreword to the 2019 annual "
parliament,ParlaMint,Richard Quentin Fuller,Conservative,Commons,2020-09-25,720,POSITIVE,0.9493,POSITIVE,0.9503718018531799,POSITIVE,0.94983590092659,4,unclassified,0,0,0,0,0,"I have been listening with interest as my hon. Friend has explained an ever-expanding list of areas, including data, big data and artificial intelligence. It seems to me that his vision for what may b"
parliament,ParlaMint,Christopher James Green,Conservative,Commons,2020-09-25,719,POSITIVE,0.775,POSITIVE,0.9895814657211304,POSITIVE,0.8822907328605651,4,regulatory_governance,1,0,2,1,1,I think that point reflects on what the hon. Member for Bristol North West said about this being a starting point in terms of the regulator body. This also reflects upon the sphere of law and order an
parliament,ParlaMint,Christopher James Green,Conservative,Commons,2020-09-25,282,POSITIVE,0.8495,POSITIVE,0.9954150915145874,POSITIVE,0.9224575457572937,4,unclassified,0,0,0,0,0,"I agree with the hon. Gentleman, but it is sometimes tempting to speculate more widely. I appreciate the focus that he wishes the debate to have, which is to some extent represented by the biometrics "
parliament,ParlaMint,John Robert Lamont,Conservative,Commons,2020-09-25,3836,POSITIVE,0.9854,POSITIVE,0.9648682475090027,POSITIVE,0.9751341237545014,4,utopian_opportunity,2,0,2,1,1,"I am grateful for that clarification. I suppose my point was more about compliance notices being issued during court proceedings and the impact that that would have. For example, would another provide"
parliament,ParlaMint,John Robert Lamont,Conservative,Commons,2020-09-25,1658,POSITIVE,0.9926,POSITIVE,0.9858827590942383,POSITIVE,0.9892413795471191,7,ethical_rights,1,0,1,0,3,"I am grateful to the Minister for that clarification I welcome the fact that there are no biometric measures in the Bill, as, to be honest, I think our biometrics strategy is far too large to be inclu"
parliament,ParlaMint,Julie Marson,Conservative,Commons,2020-09-25,7376,POSITIVE,0.9908,POSITIVE,0.9988252520561218,POSITIVE,0.994812626028061,4,ethical_rights,1,1,2,1,3,"It is a great pleasure to follow my hon. Friend the Member for Montgomeryshire (Craig Williams). Before I address the provisions of the Bill, I would like to echo the words of the Minister in his poin"
parliament,ParlaMint,Selaine Rachel Saxby,Conservative,Commons,2020-09-25,5045,POSITIVE,0.9899,POSITIVE,0.9966039657592773,POSITIVE,0.9932519828796387,4,utopian_opportunity,3,1,3,0,1,"It is a pleasure to follow my hon. Friend the Member for West Bromwich West (Shaun Bailey). Like others, I do not claim to be as learned as my hon. Friend the Member for Bolton West (Chris Green) in t"
parliament,ParlaMint,Christopher Laurie Malthouse,Conservative,Commons,2020-09-25,11084,POSITIVE,0.9904,POSITIVE,0.8857743144035339,POSITIVE,0.9380871572017669,4,utopian_opportunity,5,0,5,3,5,"I thank hon. Members for their words of condolence, sorrow and support for the awful crime that was committed last night against not only a police officer but all of us Mr Deputy Speaker, it is to you"
parliament,ParlaMint,Matthew Robert Warman,Conservative,Commons,2020-09-25,8373,POSITIVE,0.9956,POSITIVE,0.9995478987693787,POSITIVE,0.9975739493846894,4,utopian_opportunity,4,2,3,1,1,"I congratulate my hon. Friend the Member for Southend West (Sir David Amess) on securing this debate and on highlighting such an important issue. In doing so, he has provided the Government with a wel"
parliament,ParlaMint,James Bethell,Conservative,Lords,2020-09-28,11301,POSITIVE,0.8047,POSITIVE,0.9946458339691162,POSITIVE,0.8996729169845581,4,regulatory_governance,4,2,5,5,2,"My Lords, six months feels like about the right time to check in on the workings of this important piece of legislation. The check-in points on the legislation were built into the legislation itself, "
parliament,ParlaMint,Amanda Jane Solloway,Conservative,Commons,2020-09-29,363,POSITIVE,0.9556,POSITIVE,0.9994348883628845,POSITIVE,0.9775174441814423,4,economic_industrial,0,0,0,2,0,"The UK has one of the most vibrant and innovative tech sectors in the world, and it has been highly resilient through the pandemic. We are providing a wide range of support for high-tech industries, i"
parliament,ParlaMint,Kevin Paul Hollinrake,Conservative,Commons,2020-09-30,4070,POSITIVE,0.9395,POSITIVE,0.8905504941940308,POSITIVE,0.9150252470970154,4,economic_industrial,1,2,0,4,0,"Yes, I absolutely agree with that. Community is very important to me and our shops are part of those communities. It is dangerous when the Government start picking winners—I do not think that should h"
parliament,ParlaMint,James Bethell,Conservative,Lords,2020-09-30,426,POSITIVE,0.1048,NEGATIVE,-0.9875600934028625,NEGATIVE,-0.4413800467014313,6,economic_industrial,0,0,0,1,0,"My Lords, we are looking carefully at the Apple express system. It does not contain the substantial investment in the algorithm from the Alan Turing Institute that gives our own app the sensitivity an"
parliament,ParlaMint,Lucy Neville-Rolfe,Conservative,Lords,2020-09-30,2302,POSITIVE,0.9982,POSITIVE,0.9992934465408325,POSITIVE,0.9987467232704162,4,utopian_opportunity,1,0,0,0,0,"My Lords, it has been a full and fair debate, with compelling contributions from my noble friend Lord Hodgson and the noble Lord, Lord Green of Deddington. My noble friend Lady McIntosh added to the r"
parliament,ParlaMint,Robin Granville Hodgson,Conservative,Lords,2020-09-30,3586,POSITIVE,0.9863,NEGATIVE,-0.9973614811897278,NEUTRAL,-0.005530740594863914,4,economic_industrial,1,2,0,4,0,"My Lords, I support this amendment, as the House would expect, but before I get there, the noble Lord, Lord Kennedy, threw down a challenge and I had better get to that first. I am pleased to be able "
parliament,ParlaMint,Alexander Randall,Conservative,Lords,2020-10-05,2725,POSITIVE,0.4817,NEGATIVE,-0.9981878399848938,NEGATIVE,-0.2582439199924469,4,unclassified,0,0,0,0,0,"I support the amendment, which was so well introduced by the noble Lord, Lord Oates, and ably supported by those following him, particularly my noble friend Lord Polak I would like to tell the story o"
parliament,ParlaMint,Margaret Ritchie,Labour,Lords,2020-10-05,1695,POSITIVE,0.9346,POSITIVE,0.9848469495773315,POSITIVE,0.9597234747886658,3,unclassified,0,0,0,0,0,"My Lords, it is a pleasure to follow the right reverend Prelate the Bishop of Southwark. I fully commend and support the amendment for EU settled status, in the names of the noble Lords, Lord Oates, L"
parliament,ParlaMint,Sally Rachel Hamwee,Liberal Democrat,Lords,2020-10-05,2939,POSITIVE,0.6252,NEGATIVE,-0.5289425253868103,NEUTRAL,0.04812873730659484,4,utopian_opportunity,1,0,0,0,0,"My Lords, this debate would not be complete without thanking the very many individuals who have been in touch with noble Lords to express their strong views and very real concerns, nor would it be com"
parliament,ParlaMint,Susan Williams,Conservative,Lords,2020-10-05,6946,POSITIVE,0.9881,POSITIVE,0.8129224181175232,POSITIVE,0.9005112090587616,3,utopian_opportunity,3,1,3,0,2,"My Lords, I think that there is one thing on which we can all agree this evening—that it is not a great week to be promoting the benefits of technology, and the difficulties have arisen on the immigra"
parliament,ParlaMint,Jonathan Oates,Liberal Democrat,Lords,2020-10-05,3259,POSITIVE,0.991,NEGATIVE,-0.6948617696762085,POSITIVE,0.14806911516189575,4,dystopian_risk,0,1,0,0,0,"My Lords, I thank all noble Lords who have taken part in this debate, in particular, my fellow signatories to the amendment, my noble friends and—above all—those Members on the government Benches who "
parliament,ParlaMint,Philip Alexander Hunt,Labour,Lords,2020-10-05,1623,POSITIVE,0.9843,NEGATIVE,-0.9666995406150818,NEUTRAL,0.008800229692459083,4,utopian_opportunity,1,0,0,1,0,"My Lords, I hope the Government do not want to put these visits, exchanges and language schools in jeopardy, which clearly is the fate that will befall them unless the Government are prepared to give "
parliament,ParlaMint,Stephen Parkinson,Conservative,Lords,2020-10-05,3442,POSITIVE,0.9932,NEGATIVE,-0.9226331114768982,NEUTRAL,0.03528344426155089,3,regulatory_governance,0,0,1,1,1,"My Lords, I thank the noble Baroness, Lady Prashar, for her amendment and all noble Lords for their contributions to this debate—particularly for their brevity and focus at this hour. This amendment i"
parliament,ParlaMint,Angela Joy Richardson,Conservative,Commons,2020-10-06,543,POSITIVE,0.5574,POSITIVE,0.9979836940765381,POSITIVE,0.777691847038269,4,unclassified,0,0,0,0,0,"Following an online meeting with the manufacturer, I am excited to visit the Royal Surrey County Hospital on Friday to see up close the robotics that are used in many soft tissue cancer operations. Do"
